"tier","responseDeadLine","state","naics","psc","setAside","posted","title","agency","solnum","url","noticeId","via","bd_engine_source"
"1","2026-09-30T16:00:00-05:00","ND","236220","Z2AA","Small Business Set Aside - Total","2026-09-15","Ballistic Mitigation","GENERAL SERVICES ADMINISTRATION.PUBLIC BUILDINGS SERVICE.PBS PROJECT DELIVERY WEST - BRANCH C","EQPMBA-26-0363","https://sam.gov/workspace/contract/opp/a3a2ffea542a4e70b2ef5b5fb227acd5/view","a3a2ffea542a4e70b2ef5b5fb227acd5","title","SAM/USASpending CA-scope harvest"
